PASCAL/PerformanceByCategory/AP@0.5IOU/cylinder,nan
PASCAL/PerformanceByCategory/AP@0.5IOU/box,nan
PASCAL/Precision/mAP@0.5IOU,nan
PASCAL/PerformanceByCategory/AP@0.5IOU/sphere,nan
